prompts,results
"i have skin lesion, skin growth, symptoms of the face, itching of skin, skin dryness, peeling, scaliness, or roughness, skin rash, dry or flaky scalp. what disease do i have?",you have seborrheic dermatitis.
"i have abnormal involuntary movements, throat swelling, arm pain, neck pain, neck stiffness or tightness, shoulder pain, neck cramps or spasms. what disease do i have?",you have torticollis.
"i have anxiety and nervousness, sharp chest pain, abnormal involuntary movements, abusing alcohol, vomiting, problems with movement. what disease do i have?",you have alcohol intoxication.
"i have anxiety and nervousness, depressive or psychotic symptoms, sharp chest pain, abnormal involuntary movements, abusing alcohol, problems with movement. what disease do i have?",you have alcohol intoxication.
"i have shortness of breath, insomnia, disturbance of memory, fatigue, apnea. what disease do i have?",you have narcolepsy.
"i have cough, nasal congestion, lip swelling, abnormal appearing skin, allergic reaction, itching of skin, skin rash. what disease do i have?",you have food allergy.
"i have cough, nasal congestion, lip swelling. what disease do i have?",you have food allergy.
"i have headache, nausea, plugged feeling in ear, sweating. what disease do i have?",you have labyrinthitis.
"i have diminished hearing, vomiting, nausea, ear pain, plugged feeling in ear. what disease do i have?",you have labyrinthitis.
"i have dizziness, diminished hearing, nausea, loss of sensation. what disease do i have?",you have labyrinthitis.
"i have depressive or psychotic symptoms, palpitations, headache, fears and phobias. what disease do i have?",you have anxiety.
"i have depression, shortness of breath, depressive or psychotic symptoms, palpitations, increased heart rate, fears and phobias. what disease do i have?",you have anxiety.
"i have depressive or psychotic symptoms, abnormal involuntary movements, irregular heartbeat, fears and phobias. what disease do i have?",you have anxiety.
"i have anxiety and nervousness, depression, insomnia, excessive appetite, excessive anger. what disease do i have?",you have impulse control disorder.
"i have sore throat, nasal congestion, irritable infant, vomiting, sinus congestion. what disease do i have?",you have abscess of nose.
"i have abnormal involuntary movements, diminished vision, peripheral edema, weakness, symptoms of the face. what disease do i have?",you have bell palsy.
"i have abnormal involuntary movements, symptoms of eye, loss of sensation, focal weakness, symptoms of the face. what disease do i have?",you have bell palsy.
"i have diminished vision, loss of sensation. what disease do i have?",you have bell palsy.
"i have abnormal involuntary movements, headache, facial pain, diminished vision, symptoms of eye, weakness, loss of sensation, focal weakness, symptoms of the face. what disease do i have?",you have bell palsy.
"i have symptoms of eye, eye redness, itchiness of eye, allergic reaction, sneezing. what disease do i have?",you have conjunctivitis due to allergy.
"i have cough, nasal congestion, symptoms of eye, pain in eye, eye redness, itchiness of eye, eye burns or stings. what disease do i have?",you have conjunctivitis due to allergy.
"i have dizziness, throat swelling, headache, abnormal appearing skin, peripheral edema, allergic reaction, itching of skin, skin rash. what disease do i have?",you have drug reaction.
"i have dizziness, vomiting, headache, nausea, abnormal appearing skin, allergic reaction. what disease do i have?",you have drug reaction.
"i have shortness of breath, throat swelling, abnormal appearing skin, peripheral edema, allergic reaction, itching of skin. what disease do i have?",you have drug reaction.
"i have shortness of breath, dizziness, throat swelling, headache, nausea. what disease do i have?",you have drug reaction.
"i have symptoms of eye, pain in eye, spots or clouds in vision, eye redness. what disease do i have?",you have myopia.
"i have eye deviation, diminished vision, symptoms of eye, pain in eye, eye moves abnormally, blindness. what disease do i have?",you have myopia.
"i have leg pain, hip pain, hand or finger pain, knee swelling, joint pain. what disease do i have?",you have osteoarthritis.
"i have hip pain, back pain, knee pain, ankle pain, elbow pain, knee swelling, muscle pain. what disease do i have?",you have osteoarthritis.
"i have diminished vision, double vision, symptoms of eye, abnormal movement of eyelid, foreign body sensation in eye, spots or clouds in vision, blindness. what disease do i have?",you have macular degeneration.
"i have double vision, symptoms of eye, abnormal movement of eyelid, spots or clouds in vision, lacrimation, bleeding from eye. what disease do i have?",you have macular degeneration.
"i have diminished vision, double vision, symptoms of eye, foreign body sensation in eye, spots or clouds in vision, blindness, bleeding from eye. what disease do i have?",you have macular degeneration.
"i have diminished vision, double vision, symptoms of eye, pain in eye, abnormal movement of eyelid, spots or clouds in vision, bleeding from eye. what disease do i have?",you have macular degeneration.
"i have sore throat, cough, nasal congestion, wheezing, weakness, difficulty breathing. what disease do i have?",you have pneumonia.
"i have sharp chest pain, cough, nasal congestion, vomiting, wheezing, weakness, chills, coryza. what disease do i have?",you have pneumonia.
"i have shortness of breath, sharp chest pain, sore throat, nasal congestion, vomiting, wheezing, weakness, chills, coryza. what disease do i have?",you have pneumonia.
"i have shortness of breath, sharp chest pain, cough, nasal congestion, vomiting, chills, coryza. what disease do i have?",you have pneumonia.
"i have sharp chest pain, sore throat, cough, wheezing. what disease do i have?",you have pneumonia.
"i have skin swelling, mouth ulcer, skin rash. what disease do i have?",you have cold sore.
"i have sore throat, skin swelling, vaginal itching, lip swelling, mouth ulcer, skin rash, lip sore. what disease do i have?",you have cold sore.
"i have skin swelling, vaginal itching, lip swelling, skin rash. what disease do i have?",you have cold sore.
"i have shortness of breath, sharp chest pain, chest tightness, palpitations, sleepiness. what disease do i have?",you have premature ventricular contractions (pvcs).
"i have sore throat, nasal congestion, facial pain, pain in eye, neck pain. what disease do i have?",you have temporomandibular joint disorder.
"i have nasal congestion, diminished hearing, facial pain, pain in eye, ear pain. what disease do i have?",you have temporomandibular joint disorder.
"i have sharp abdominal pain, vaginal itching, vaginal discharge, problems with movement, vaginal pain, penile discharge. what disease do i have?",you have gonorrhea.
"i have sharp chest pain, back pain, side pain, rib pain. what disease do i have?",you have fracture of the rib.
"i have sharp abdominal pain, vaginal discharge, problems during pregnancy, spotting or bleeding during pregnancy. what disease do i have?",you have vaginal cyst.
"i have vaginal discharge, intermenstrual bleeding, pain during pregnancy, pelvic pain, vaginal pain, spotting or bleeding during pregnancy, cramps and spasms, blood clots during menstrual periods. what disease do i have?",you have vaginal cyst.
"i have sharp abdominal pain, lower abdominal pain, intermenstrual bleeding, pelvic pain, spotting or bleeding during pregnancy. what disease do i have?",you have vaginal cyst.
"i have sharp abdominal pain, intermenstrual bleeding, vaginal pain, spotting or bleeding during pregnancy, blood clots during menstrual periods. what disease do i have?",you have vaginal cyst.
"i have sharp abdominal pain, nausea, lower abdominal pain, vaginal discharge, intermenstrual bleeding, pelvic pain. what disease do i have?",you have ectopic pregnancy.
"i have dizziness, sharp abdominal pain, nausea, lower abdominal pain, vaginal discharge, pelvic pain. what disease do i have?",you have ectopic pregnancy.
"i have sharp abdominal pain, nausea, intermenstrual bleeding. what disease do i have?",you have ectopic pregnancy.
"i have drug abuse, vomiting blood, smoking problems. what disease do i have?",you have alcohol abuse.
"i have wrist pain, hand or finger swelling, neck pain, elbow pain, paresthesia. what disease do i have?",you have carpal tunnel syndrome.
"i have hand or finger pain, hand or finger swelling, arm pain, elbow pain, arm weakness. what disease do i have?",you have carpal tunnel syndrome.
"i have suprapubic pain, vomiting, lower abdominal pain, blood in urine, back pain, side pain. what disease do i have?",you have kidney stone.
